순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
422,진주상평일반산업단지,협동냉장,경상남도 진주시 큰들로65번길 11 (상평동),경상남도 진주시 상평동 225-1번지,"11201, ",얼음 제조업,음식료,공람,공람,5,0,0,0,5,얼음,1040,1060.32,19.52,1079.84
423,진주상평일반산업단지,협력테크주식회사,경상남도 진주시 도동로136번길 13 (상대동) 외 1필지,경상남도 진주시 상대동 33-5번지 외 1필지,"30399, 25913, 25914, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 5 종,"자동차, 운송장비",055-752-4368,055-752-7689,17,14,10,0,41,자동차부품,5720,796,169.23,965.23
424,진주상평일반산업단지,협진산업(주),경상남도 진주시 대신로148번길 20 (상평동),경상남도 진주시 상평동 157-6번지,"25112, ",구조용 금속 판제품 및 공작물 제조업,"금속가공, 기계",055-759-4423,055-759-4425,10,2,0,0,12,교통시설물,843.6,129.98,46.08,176.06
425,진주상평일반산업단지,화성,경상남도 진주시 공단로 233 (상평동),경상남도 진주시 상평동 55-95번지,"16103, 16211","목재 보존, 방부처리, 도장 및 유사 처리업 외 1 종","목재, 종이, 출판",055-759-0050,055-755-9135,7,3,4,0,14,"가공목재 및 생산목재 표면처리, 가공합판",1653,240,243.75,483.75
426,진주상평일반산업단지,화성공업,경상남도 진주시 대신로 151 (상평동),경상남도 진주시 상평동 194-5번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-753-0706,055-753-0736,1,0,0,0,1,기어,65,65,0,65
427,진주상평일반산업단지,화승직물,경상남도 진주시 도동로88번길 17 (상대동) 외 1필지,경상남도 진주시 상대동 33-71번지 외 1필지,"13219, ",특수 직물 및 기타 직물 직조업,"섬유, 의복",055-752-0761,055-761-0016,1,4,0,0,5,실크갑시(실크 한복지),1655,741.14,190.83,931.97
428,진주상평일반산업단지,화인엔지니어링,경상남도 진주시 큰들로 65 (상평동),경상남도 진주시 상평동 225-3번지,"25122, 25123",금속탱크 및 저장용기 제조업 외 1 종,"금속가공, 기계",055-763-1531,055-763-1532,2,1,0,0,3,"금속탱크,압력용기,철구조물",578.2,590.69,52,642.69
429,진주상평일반산업단지,화진종합철강,경상남도 진주시 큰들로 149 (상평동),경상남도 진주시 상평동 158-9번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,"금속가공, 기계",055-755-7600,055-752-2244,5,0,0,0,5,"판재, 금속케이스 등",833.3,654.2,41.96,696.16
430,진주상평일반산업단지,화진철강공업사,경상남도 진주시 큰들로 149 (상평동),경상남도 진주시 상평동 158-9 번지,"25112, ",구조용 금속 판제품 및 공작물 제조업,"금속가공, 기계",055-755-2220,055-752-2244,1,0,0,0,1,"건축잡자재,통신기기부품",95,95,0,95
431,진주상평일반산업단지,효성산업(주),경상남도 진주시 대신로147번길 18 (상평동),경상남도 진주시 상평동 194-12번지,"25923, ",도장 및 기타 피막처리업,"금속가공, 기계",055-755-3661,055-752-2134,15,7,0,0,22,도장,1076.6,367.2,62.7,429.9
432,진주상평일반산업단지,효창유리,경상남도 진주시 큰들로 95 (상평동) 외 1필지,경상남도 진주시 상평동 203-20번지 외 1필지,"23112, 23119",안전유리 제조업 외 1 종,비금속,055-753-1840,055-753-5742,5,3,0,0,8,판유리 및 생활유리,2735.2,1384.672,563.316,1947.988
433,진주상평일반산업단지,흥일기계,경상남도 진주시 동진로311번길 12 (상대동),경상남도 진주시 상대동 33-41번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-753-3506,055-759-8571,3,2,0,0,5,기어,1330,539.97,209.83,749.8
434,진주일반산업단지,성보산업,경상남도 진주시 사봉면 산업단지로44번길 22,경상남도 진주시 사봉면 사곡리 1802-5,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-757-2541,055-754-2541,5,1,0,0,6,중장비 부품,2041.6,1092.5,142.2,1234.7
435,진주일반산업단지,(유)경남라이팅,경상남도 진주시 사봉면 산업단지로 102,경상남도 진주시 사봉면 사곡리 1850-2,"26299, 25111, 25112, 25113, 25114, 25119, 25999, 26295, 26410, 26421, 28111, 28123, 28410, 28422, 28423, 28429, 28903",그 외 기타 전자부품 제조업 외 16 종,"전기, 전자",055-795-6685,055-276-6686,7,0,0,0,7,"LED조명기구, 배전반, PCB시장기판 등, LED램프",860.86,786.14,74.72,860.86
436,진주일반산업단지,(주)국민렌탈,경상남도 진주시 사봉면 산업단지로44번길 41-60,경상남도 진주시 사봉면 사곡리 1813-7,"29169, ",기타 물품 취급장비 제조업,"금속가공, 기계",055-757-3969,055-757-4832,9,1,0,0,10,"고소작업대플랫폼 구조물, 안전부착물",7019.6,1053.17,168.65,1221.82
437,진주일반산업단지,(주)대경열처리 진주지점,경상남도 진주시 사봉면 산업단지로44번길 50,경상남도 진주시 사봉면 사곡리 1802-10번지,"25921, ",금속 열처리업,"금속가공, 기계",055-752-1746,055-752-1749,15,4,4,1,24,열처리품,7263.1,1930.56,733.95,2664.51
438,진주일반산업단지,(주)대산금속 사봉공장,경상남도 진주시 사봉면 사곡리 1850-4번지,경상남도 진주시 사봉면 사곡리 1850-4번지,"30331, 30400",자동차용 신품 동력전달장치 제조업 외 1 종,"자동차, 운송장비",055-757-0966,055-758-0972,15,8,3,2,28,"허브베어링,디퍼케이스",5527.9,3067.5,136.42,3203.92
439,진주일반산업단지,(주)대산테크,경상남도 진주시 사봉면 사곡리 1813-4번지,경상남도 진주시 사봉면 사곡리 1813-4번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-1019,055-752-1029,3,3,3,3,12,유압부품 등,2309.1,1460,330,1790
440,진주일반산업단지,(주)대영하이텍,경상남도 진주시 사봉면 산업단지로44번길 41-67,경상남도 진주시 사봉면 사곡리 1814-2,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-7470,055-759-5565,5,1,0,0,6,자동차부품,2402.5,324.88,114.62,439.5
441,진주일반산업단지,(주)메카티엔에스,경상남도 진주시 사봉면 산업단지로44번길 41-76,경상남도 진주시 사봉면 사곡리 1813-3번지,"29280, 27213, 31311, 31322",산업용 로봇 제조업 외 3 종,"금속가공, 기계",055-921-7701,055-921-7703,15,3,0,0,18,"산업용로봇, 공장자동화시스템, 항공우주선 및 보조장치, 항공기용 부품, 대형온습도환경조, 유인 항공기, 항공우주선 및 보조장치, 부품",2350.9,774,286.35,1060.35
442,진주일반산업단지,(주)세원정공,경상남도 진주시 사봉면 산업단지로44번길 51-3,경상남도 진주시 사봉면 사곡리 1820-1,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-761-0359,055-761-0395,4,1,3,0,8,로워링크외,1841.9,1006.36,244.4,1250.76
443,진주일반산업단지,(주)신화정공,경상남도 진주시 사봉면 산업단지로44번길 51-11 외 1필지,경상남도 진주시 사봉면 사곡리 1820-6번지 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-1565,055-758-1875,15,1,5,0,21,"농기구,자동차,항공기부품",3835.1,1495,671.9,2166.9
444,진주일반산업단지,(주)신흥 사봉공장,경상남도 진주시 사봉면 산업단지로44번길 66 외 1필지,경상남도 진주시 사봉면 사곡리 1802-12번지 외 1필지,"22192, ",산업용 그 외 비경화 고무제품 제조업,"석유화학, 플라스틱",055-752-6511,055-752-6535,30,2,9,0,41,고무시트(CMB),14129.3,13394.35,543.46,13937.81
445,진주일반산업단지,(주)신흥기업,경상남도 진주시 사봉면 산업단지로27번길 21 (사봉면 사곡리 1801-3 공장 ((주)신흥기업)) 외 2필지,경상남도 진주시 사봉면 사곡리 1801-3번지 사봉면 사곡리 1801-3 공장 ((주)신흥기업) 외 2필지,"25122, 25123",금속탱크 및 저장용기 제조업 외 1 종,"금속가공, 기계",055-758-1546,055-758-1526,15,5,0,0,20,유압탱크 및 파이프,7170.7,3834.96,236.64,4071.6
446,진주일반산업단지,(주)신흥기업 2공장,경상남도 진주시 사봉면 산업단지로44번길 35,경상남도 진주시 사봉면 사곡리 1813-1번지,"25122, ",금속탱크 및 저장용기 제조업,"금속가공, 기계",055-758-1546,055-758-1526,3,3,1,0,7,중장비 및 농기계부품 등,2343.9,1018.1,477.15,1495.25
447,진주일반산업단지,(주)신흥테크,경상남도 진주시 사봉면 산업단지로27번길 27 (사봉면 사곡리 1801-2 공장 ((주)신흥테크)),경상남도 진주시 사봉면 사곡리 1801-2번지 사봉면 사곡리 1801-2 공장 ((주)신흥테크),"29161, ",산업용 트럭 및 적재기 제조업,"금속가공, 기계",055-758-1546,055-758-1526,9,1,0,0,10,"지게차프레임, 마스터",2446.9,1002.24,597.68,1599.92
448,진주일반산업단지,(주)에이엔에이치스트럭쳐,경상남도 진주시 사봉면 사곡리 1806-1번지,경상남도 진주시 사봉면 사곡리 1806-1번지,"31322, 27213, 31312",항공기용 부품 제조업 외 2 종,"자동차, 운송장비",055-793-0013,055-752-1091,11,2,0,0,13,항공기 부품,6369.9,3227.82,1031.29,4259.11
449,진주일반산업단지,(주)에이엔에이치스트럭쳐,공람,경상남도 진주시 사봉면 사곡리 1806-2,"31322, ",항공기용 부품 제조업,"자동차, 운송장비",055-793-0100,055-752-1091,18,2,0,0,20,항공기 복합재 부품,6854.2,2935,1000,3935
450,진주일반산업단지,(주)영빈테크,경상남도 진주시 사봉면 산업단지로44번길 51,경상남도 진주시 사봉면 사곡리 1821-3 영빈테크,"31114, ",선박 구성 부분품 제조업,"자동차, 운송장비",055-763-2172,055-763-2176,20,1,0,0,21,선박배관 및 의장품,10858.1,3079.89,414.2,3494.09
451,진주일반산업단지,(주)오엔이,경상남도 진주시 사봉면 산업단지로27번길 18,경상남도 진주시 사봉면 사곡리 1844-10,"25112, 13219",구조용 금속 판제품 및 공작물 제조업 외 1 종,"금속가공, 기계",055-746-6483,055-745-6483,4,0,0,0,4,"미끄럽방지 논슬립, 보행매트",2592.9,330,200,530
452,진주일반산업단지,(주)와이케이우드텍,경상남도 진주시 사봉면 산업단지로 95-15 (사봉면 사곡리 18080000 공장 ((주)와이케 ),경상남도 진주시 사봉면 사곡리 1808번지 사봉면 사곡리 18080000 공장 ((주)와이케,"16101, ",일반 제재업,"목재, 종이, 출판",055-761-7672,055-761-7675,5,2,0,0,7,목재,6933.2,1688.96,292.17,1981.13
453,진주일반산업단지,(주)제이케이,경상남도 진주시 사봉면 산업단지로 95-11,경상남도 진주시 사봉면 사곡리 1806-3번지,"16231, ",목재 깔판류 및 기타 적재판 제조업,"목재, 종이, 출판",054-743-7927,055-743-7916,2,0,0,0,2,"파렛트, 목재용기",5687.8,624.1,128.36,752.46
454,진주일반산업단지,(주)제철산업,경상남도 진주시 사봉면 산업단지로44번길 51-21,경상남도 진주시 사봉면 사곡리 1819-1,"25122, 24132, 25112, 29175",금속탱크 및 저장용기 제조업 외 3 종,"금속가공, 기계",055-754-7900,055-754-7799,10,1,0,0,11,"금속탱크, 저류조, 파형강관",2378,1494.9,18,1512.9
455,진주일반산업단지,(주)지경산업,경상남도 진주시 사봉면 산업단지로44번길 41-79,경상남도 진주시 사봉면 사곡리 1814-1번지,"28123, ",배전반 및 전기 자동제어반 제조업,"전기, 전자",055-761-7011,055-761-7016,15,16,0,2,33,케이블하네스,4640,2891.48,1268.42,4159.9
456,진주일반산업단지,(주)진주철망산업,경상남도 진주시 사봉면 산업단지로44번길 41-29,경상남도 진주시 사봉면 사곡리 1816-3번지,"25944, 25112",금속선 가공제품 제조업 외 1 종,"금속가공, 기계",055-762-9600,055-762-0029,5,1,3,0,9,"용접철망, 메쉬울타리, 돌망태",2230,998.76,215.91,1214.67
457,진주일반산업단지,(주)청우,경상남도 진주시 사봉면 산업단지로 50 (사봉면 사곡리 1804-1 공장 (김기태)),경상남도 진주시 사봉면 사곡리 1804-1번지 사봉면 사곡리 1804-1 공장 (김기태),"29210, 25113",농업 및 임업용 기계 제조업 외 1 종,"금속가공, 기계",055-758-1774,055-762-1774,4,1,3,2,10,"접속케이스, 앞측판, 소음기",3501,1426,592.09,2018.09
458,진주일반산업단지,(주)풍산정공,경상남도 진주시 사봉면 산업단지로44번길 18,경상남도 진주시 사봉면 사곡리 1802-4번지,"29172, ",공기 조화장치 제조업,"금속가공, 기계",070-4354-3830,070-8230-3088,7,0,5,0,12,에어콘(자동차부품),2026.9,723.96,154.6,878.56
459,진주일반산업단지,(주)피엘에스,경상남도 진주시 사봉면 산업단지로43번길 39 외 1필지,경상남도 진주시 사봉면 사곡리 1840-1 외 1필지,"25912, ",금속 단조제품 제조업,"금속가공, 기계",055-752-8884,0303-3130-7713,17,2,0,0,19,소방배관부품,4676.3,1485,378,1863
460,진주일반산업단지,(주)현대이엔지,경상남도 진주시 사봉면 산업단지로 71,경상남도 진주시 사봉면 사곡리 1806-6번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-7301,055-758-7309,15,1,8,0,24,중장비부품주물 및 단조품,7402,3453.7,775.97,4229.67
461,진주일반산업단지,KMT,경상남도 진주시 사봉면 산업단지로44번길 41-14,경상남도 진주시 사봉면 사곡리 1820-4번지,"29141, ",구름베어링 제조업,"금속가공, 기계",055-757-3981,055-757-3982,5,2,0,0,7,베어링,2006.6,910.24,505.5,1415.74
462,진주일반산업단지,ONE정보기술,경상남도 진주시 사봉면 산업단지로27번길 18,경상남도 진주시 사봉면 사곡리 1844-10,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,"금속가공, 기계",055-746-6483,055-745-6483,1,0,0,0,1,금속제품,0,165,35,200
463,진주일반산업단지,고려과학,경상남도 진주시 사봉면 사곡리 1844-1번지,경상남도 진주시 사봉면 사곡리 1844-1번지,"28123, 27199, 27213",배전반 및 전기 자동제어반 제조업 외 2 종,"전기, 전자",055-759-7023,055-759-2020,3,1,0,0,4,자동제어컨트롤러 등,2612.5,366,368,734
464,진주일반산업단지,그린스틸,경상남도 진주시 사봉면 산업단지로44번길 41-80,경상남도 진주시 사봉면 사곡리 1813-2번지,"25112, 25113, 28422",구조용 금속 판제품 및 공작물 제조업 외 2 종,"금속가공, 기계",055-748-8520,055-762-8529,6,2,0,0,8,"금속구조물, 일반조명장치, 금속구조물",745,429,37,466
465,진주일반산업단지,금강트랙,경상남도 진주시 사봉면 산업단지로 120,경상남도 진주시 사봉면 사곡리 1850-4,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-754-2428,공람,3,0,6,0,9,track link,800,701,99,800
466,진주일반산업단지,남훈공업사,경상남도 진주시 사봉면 산업단지로43번길 23,경상남도 진주시 사봉면 사곡리 1844-2번지,"30331, ",자동차용 신품 동력전달장치 제조업,"자동차, 운송장비",055-763-0587,055-767-0584,4,1,0,0,5,"자동차기어, 샤프트",2961.9,973.5,397.77,1371.27
